make,model,price,city,state,year,mileage,transmission,color,previous_ownership,url
Toyota,Land Cruiser,25000000.0,Nairobi,Parklands/Highridge,2023.0,70.0,Automatic,Other,Brand New,https://jiji.co.ke/parklands-highridge/cars/new-toyota-land-cruiser-2023-f8DNG9Y5xpBi5EjgGEf9ZcCV.html?page=12&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=236
Toyota,Land Cruiser,25000000.0,Nairobi,Parklands/Highridge,2024.0,,Automatic,Black,Brand New,https://jiji.co.ke/parklands-highridge/cars/new-toyota-land-cruiser-2024-black-BL2304jGp7raiitIKJtuPejN.html?page=13&pos=1&cur_pos=1&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=240
Toyota,Tundra,25000000.0,Mombasa,Ganjoni,2025.0,,AMT,Black,Brand New,https://jiji.co.ke/ganjoni/cars/new-toyota-tundra-2025-black-5E4u7p31QaSCwN0XzKCNLkq4.html?page=13&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=242
Porsche,Cayenne,25000000.0,Nairobi,Kilimani,2022.0,,Automatic,,Brand New,https://jiji.co.ke/kilimani/cars/new-porsche-cayenne-s-2022-black-u1J6kaShCxQoQI2dK2PN3gBf.html?page=13&pos=7&cur_pos=7&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=246
Toyota,Land Cruiser,24800000.0,Mombasa,Mombasa CBD,2023.0,7000.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-pearl-cstwVpM6WcY4I5Ym5KsGYglU.html?page=13&pos=10&cur_pos=10&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=249
Land Rover,Defender,24500000.0,Mombasa,Mombasa CBD,2022.0,45000.0,Automatic,Ivory,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-defender-2022-ivory-wCEkz1sdcYOAiin15dD5bfoG.html?page=13&pos=13&cur_pos=13&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=252
Toyota,Land Cruiser,24500000.0,Nairobi,2 hours ago,2022.0,,Automatic,Pearl,Brand New,https://jiji.co.ke/nairobi/cars/new-toyota-land-cruiser-2022-pearl-3RnBJxdWwtbUEcuhzq9Y7aUL.html?page=13&pos=16&cur_pos=16&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=255
Toyota,Land Cruiser,24500000.0,Nairobi,Ridgeways,2022.0,10000.0,Automatic,Other,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2022-vYevNnbXQ1Q7ePhiuN23vRCj.html?page=13&pos=19&cur_pos=19&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=258
Toyota,Land Cruiser,24000000.0,Mombasa,Mombasa CBD,2023.0,340.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-white-np0Z9t3mtc0AweMtGaryGxmx.html?page=14&pos=2&cur_pos=2&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=261
Toyota,Land Cruiser,24000000.0,Nairobi,2 hours ago,2023.0,,Automatic,Pearl,Brand New,https://jiji.co.ke/nairobi/cars/new-toyota-land-cruiser-2023-pearl-pWfllK8Y1AFjtwfQo0HtTWb0.html?page=14&pos=5&cur_pos=5&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=264
Toyota,Land Cruiser,24000000.0,Nairobi,2 hours ago,2022.0,,Automatic,White,Brand New,https://jiji.co.ke/nairobi/cars/new-toyota-land-cruiser-2022-white-hxAHGzePOtA9t8Y0yGUEATM8.html?page=14&pos=8&cur_pos=8&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=267
Toyota,Land Cruiser,24000000.0,Mombasa,Mombasa CBD,2022.0,9000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-black-zYzVdXz2zakEh2aXQ0H2k4U7.html?page=14&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=270
Toyota,Land Cruiser,24000000.0,Nairobi,Parklands/Highridge,2023.0,43.0,Automatic,White,Brand New,https://jiji.co.ke/parklands-highridge/cars/new-toyota-land-cruiser-2023-white-hzu8Sii2gag6ppnd7JnSDdSI.html?page=14&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=273
Toyota,Land Cruiser,23950000.0,Nairobi,Kilimani,2023.0,,Automatic,Black,Brand New,https://jiji.co.ke/kilimani/cars/new-toyota-land-cruiser-2023-black-1bkBsDFz2pqqYCb68sESt5kY.html?page=14&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=276
Toyota,Land Cruiser,23500000.0,Mombasa,Mombasa CBD,2023.0,509.0,Automatic,White,Brand New,https://jiji.co.ke/mombasa-cbd/cars/new-toyota-land-cruiser-2023-white-tu7GuDb1HmZtmRrqf4CHCsAZ.html?page=14&pos=20&cur_pos=20&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=279
Toyota,Land Cruiser,23500000.0,Nairobi,Ridgeways,2023.0,1000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2023-black-7DO7i7kSrOJUicYAPs4SmUXw.html?page=15&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=282
Toyota,Land Cruiser,23000000.0,Nairobi,Kilimani,2023.0,1800.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-2023-white-ckJIXuTU8ZbrKBwAd6DieJnK.html?page=15&pos=6&cur_pos=6&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=285
Toyota,Land Cruiser,23000000.0,Mombasa,Mombasa CBD,2023.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-black-wbsrbo95jG6SArmWQ2UsLkIp.html?page=15&pos=9&cur_pos=9&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=288
Toyota,Land Cruiser,23000000.0,Mombasa,Mombasa CBD,2022.0,2430.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-5-petrol-4wd-2022-white-BMyLgPauZ2QsO4ynfgJD6CCL.html?page=15&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=290
Toyota,Land Cruiser,23000000.0,Mombasa,Mombasa CBD,2021.0,,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-4-5-v8-gxr-2021-white-w52WcS8H2VC4wURmYL17gwt7.html?page=15&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=293
Toyota,Land Cruiser,23000000.0,Nairobi,2 hours ago,2023.0,,Automatic,Black,Brand New,https://jiji.co.ke/nairobi/cars/new-toyota-land-cruiser-2023-black-AZR6RoJFGZC6Q9ecEqjyjDYJ.html?page=15&pos=18&cur_pos=18&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=297
Mercedes-Benz,S-Class,23000000.0,Mombasa,Mombasa CBD,2021.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-s-class-s-500-4matic-2021-matt-black-sn7IyFVSLBXM2kbF81sQNYhx.html?page=16&pos=1&cur_pos=1&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=300
Toyota,Land Cruiser,23000000.0,Mombasa,Mombasa CBD,2022.0,24000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-3-diesel-4wd-2022-pearl-wWUinmAAaSz6teMbhz9QXIys.html?page=16&pos=4&cur_pos=4&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=303
Toyota,Land Cruiser,23000000.0,Mombasa,Nyali,2023.0,3000.0,Automatic,White,Foreign Used,https://jiji.co.ke/nyali/cars/toyota-land-cruiser-2023-white-siSPmPPuGiaU4PFg8lhaBrR3.html?page=16&pos=8&cur_pos=8&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=307
Toyota,Land Cruiser Prado,22550000.0,Mombasa,Tudor,2022.0,,Automatic,White,Brand New,https://jiji.co.ke/tudor/cars/new-toyota-land-cruiser-prado-2022-white-l6T2BD2VazRLeQKO764z4Pdl.html?page=16&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=310
Mercedes-Benz,S-Class,22500000.0,Mombasa,Mombasa CBD,2022.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-s-class-s-500-4matic-2022-blue-fTJ1Popfq2yaBYi8UtJzGVsL.html?page=16&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=313
Mercedes-Benz,G-Class,22500000.0,Mombasa,Ganjoni,2019.0,24000.0,Automatic,,Foreign Used,https://jiji.co.ke/ganjoni/cars/mercedes-benz-g-class-g-350-d-2019-black-iLSF74T85DZ5IYG8aHM9OsVQ.html?page=16&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=316
Nissan,Patrol,22500000.0,Nairobi,Ridgeways,2022.0,47000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/ridgeways/cars/nissan-patrol-2022-silver-pUTVhkTnDV1UZNLnPow2cgtH.html?page=16&pos=19&cur_pos=19&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=318
Toyota,Land Cruiser,22000000.0,Mombasa,Ganjoni,2022.0,6421.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/ganjoni/cars/toyota-land-cruiser-2022-silver-8qBt0u3cnQe1NzoLv1M3QfVd.html?page=17&pos=2&cur_pos=2&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=321
Toyota,Land Cruiser,22000000.0,Mombasa,Mombasa CBD,2022.0,2000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-white-l0OdV0Dncx0yJMjvnFO6Q71F.html?page=17&pos=5&cur_pos=5&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=324
Toyota,Land Cruiser,22000000.0,Nairobi,1 hour ago,2021.0,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/nairobi/cars/toyota-land-cruiser-2021-pearl-pvI4vPMgUPl4JK8DevFONOJ6.html?page=17&pos=8&cur_pos=8&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=327
Toyota,Land Cruiser,22000000.0,Nairobi,Parklands/Highridge,2023.0,,Automatic,White,Brand New,https://jiji.co.ke/parklands-highridge/cars/new-toyota-land-cruiser-2023-white-hHYbwVR4mYLdl7dPgbiQAjP0.html?page=17&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=330
Toyota,Land Cruiser,22000000.0,Nairobi,Karen,2017.0,170890.0,Automatic,,Foreign Used,https://jiji.co.ke/karen/cars/toyota-land-cruiser-4-5-v8-td-2017-green-pJI837zQDDRM6gghJQxXCFXr.html?page=17&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=333
Toyota,Land Cruiser,22000000.0,Mombasa,Mombasa CBD,2021.0,20000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-3-diesel-4wd-2021-pearl-2IMCyHsLUbo5xbOiCFVFA8MA.html?page=17&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=336
Mercedes-Benz,G-Class,22000000.0,Mombasa,Mombasa CBD,2020.0,45000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-g-class-g-350-d-2020-blue-5x9s4cQM8WetxnFyNB2Mvvl9.html?page=17&pos=20&cur_pos=20&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=339
Toyota,Land Cruiser,21500000.0,Nairobi,Kilimani,2023.0,21000.0,Automatic,White,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-2023-white-ozxolle4dzclvQNdjb3u1tHx.html?page=18&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=342
Toyota,Land Cruiser,21500000.0,Nairobi,Ridgeways,2022.0,6000.0,Automatic,White,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2022-white-CaB8lLaN6UoDG8sFtoynZvJx.html?page=18&pos=6&cur_pos=6&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=345
Mercedes-Benz,S-Class,21500000.0,Mombasa,Mombasa CBD,2022.0,54000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-s-class-2022-black-vWx1BK1PqB9se917DXTUvR06.html?page=18&pos=8&cur_pos=8&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=347
Toyota,Land Cruiser,21000000.0,Mombasa,Mombasa CBD,2021.0,,Automatic,Gray,Brand New,https://jiji.co.ke/mombasa-cbd/cars/new-toyota-land-cruiser-2021-gray-6hn3a6ayFDkOmB746G5ta72f.html?page=18&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=350
Toyota,Land Cruiser,21000000.0,Mombasa,Mombasa CBD,2021.0,170000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2021-white-7M2sqSAuJd96hPHDOxsSmJ1Y.html?page=18&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=353
Toyota,Land Cruiser,21000000.0,Mombasa,Mombasa CBD,2022.0,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-pearl-u3nNCyWbj3cMyQDlFHQUosu1.html?page=18&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=356
Land Rover,Defender,21000000.0,Mombasa,Mombasa CBD,2023.0,7050.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-defender-x-dynamic-se-2023-gray-rubPbXqfldvABQsSuq0XuDgU.html?page=19&pos=1&cur_pos=1&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=360
Land Rover,Defender,21000000.0,Mombasa,Mombasa CBD,2023.0,7000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-defender-x-dynamic-se-2023-gray-aLFxlSdtYCOgQtvqhUyk967.html?page=19&pos=4&cur_pos=4&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=363
Toyota,Land Cruiser,20800000.0,Mombasa,Mombasa CBD,2023.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-black-tLhGeSar4Sn7dVUedxrbAKAh.html?page=19&pos=7&cur_pos=7&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=366
Mercedes-Benz,GLC-Class,20500000.0,Nairobi,Nairobi Central,2020.0,44000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/nairobi-central/cars/mercedes-benz-glc-class-2020-gray-gkMTtEDju62r1P5hFlI3oKxv.html?page=19&pos=10&cur_pos=10&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=369
Toyota,Land Cruiser Prado,20000000.0,Mombasa,Mombasa CBD,2022.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2022-white-twalZzzTkYkTz6aeRzHaXZpe.html?page=19&pos=13&cur_pos=13&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=372
Toyota,Land Cruiser,20000000.0,Nairobi,Nairobi Central,2022.0,,Automatic,,Brand New,https://jiji.co.ke/nairobi-central/cars/new-toyota-land-cruiser-3-5-petrol-4wd-2022-white-tX0EPBIxmv07jFzDsRPMZWGk.html?page=19&pos=16&cur_pos=16&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=375
Toyota,Land Cruiser Prado,20000000.0,Mombasa,Mombasa CBD,2024.0,10000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2024-blue-A30cIpLwADlAUIpE3ocQdKcy.html?page=19&pos=18&cur_pos=18&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=377
Mercedes-Benz,G-Class,20000000.0,Nairobi,Kilimani,2019.0,30000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-g-class-2019-blue-jTn7JjRNai039NIrJ4IJXHNL.html?page=20&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=382
Mercedes-Benz,G-Class,20000000.0,Nairobi,Langata,2019.0,,Automatic,,Foreign Used,https://jiji.co.ke/mugumo-ini-langata/cars/mercedes-benz-g-class-g-350-d-2019-blue-hZ83Jmc0HBLJn71ZNeEj0g6y.html?page=20&pos=6&cur_pos=6&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=385
Toyota,Land Cruiser,19999999.0,Nairobi,Kilimani,2022.0,25000.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-3-3-diesel-4wd-2022-pearl-636C1WKyAiJl947SehUHmQBW.html?page=20&pos=8&cur_pos=8&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=387
Lexus,LX,19999999.0,Nairobi,Westlands,2020.0,32000.0,Automatic,,Foreign Used,https://jiji.co.ke/westlands/cars/lexus-lx-450d-awd-2020-gold-ngG5iG0a1cg06YLEeKAZwKl2.html?page=20&pos=11&cur_pos=11&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=390
Toyota,Land Cruiser,19999999.0,Nairobi,Nairobi Central,2023.0,12000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-2023-black-Xgus6YeESKQZuPWccPn03f8.html?page=20&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=393
Land Rover,Defender,19999999.0,Mombasa,Mombasa CBD,2024.0,7050.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-defender-x-dynamic-se-2024-gray-2Wj9KTYEuLMuJiEJmQ1wzwu.html?page=20&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=396
Toyota,Land Cruiser Prado,19900000.0,Nairobi,Kilimani,2024.0,,Automatic,Brown,Brand New,https://jiji.co.ke/kilimani/cars/new-toyota-land-cruiser-prado-2024-brown-iiUTAuPeeRm77nrNbUVw240k.html?page=20&pos=20&cur_pos=20&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=399
Toyota,Land Cruiser,19800000.0,Mombasa,Mombasa CBD,2023.0,8000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-black-7XerBMpUNUEeLEiJlvYcbasX.html?page=21&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=402
Toyota,Land Cruiser,19800000.0,Mombasa,Mombasa CBD,2023.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-black-r7RZG6C7x5ouXb2lce5h5atq.html?page=21&pos=6&cur_pos=6&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=405
Toyota,Land Cruiser,19500000.0,Mombasa,Mombasa CBD,2022.0,10112.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-3-dt-2022-black-nsvEgZhOLanvOjIOEJ3JlacR.html?page=21&pos=9&cur_pos=9&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=408
Toyota,Land Cruiser,19500000.0,Nairobi,Kilimani,2021.0,24000.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-2021-pearl-1prB27fn6VTXbKhbnci62fng.html?page=21&pos=12&cur_pos=12&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=411
Toyota,Land Cruiser,19500000.0,Mombasa,Ganjoni,2022.0,9000.0,AMT,,Foreign Used,https://jiji.co.ke/ganjoni/cars/toyota-land-cruiser-3-3-dt-2022-white-i2VNAFBlqumV6s6n4J2zYD0d.html?page=21&pos=15&cur_pos=15&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=414
Land Rover,Range Rover Vogue,19500000.0,Nairobi,Runda,2018.0,58000.0,Automatic,White,Foreign Used,https://jiji.co.ke/karura/cars/land-rover-range-rover-vogue-2018-white-1tI7oSlfxwSdjkTQZxiyNkus.html?page=21&pos=18&cur_pos=18&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=417
Toyota,Land Cruiser,19500000.0,Mombasa,Mombasa CBD,2022.0,12315.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-black-8DCu7LEYhLk2eni0JnYWjJY0.html?page=22&pos=1&cur_pos=1&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=420
Lexus,LX,19500000.0,Nairobi,Karen,2020.0,43246.0,Automatic,,Foreign Used,https://jiji.co.ke/karen/cars/lexus-lx-570-awd-2020-pearl-gqutnMeq4SR9e0WyrvI2jU0B.html?page=22&pos=4&cur_pos=4&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=423
BMW,X7,19500000.0,Nairobi,Nairobi Central,2019.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/nairobi-central/cars/bmw-x7-2019-black-q1uQAj1ifhUIP7xtBtC78cmb.html?page=22&pos=7&cur_pos=7&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=426
Toyota,Land Cruiser Prado,19450000.0,Mombasa,Mombasa CBD,2023.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2023-white-kd1RWlbGNO3Lfd1Zjqs7s4zf.html?page=22&pos=10&cur_pos=10&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=429
Lexus,LX,19250000.0,Kiambu,Kiambu / Kiambu,2019.0,18000.0,Automatic,Blue,Foreign Used,https://jiji.co.ke/kiambu-kiambu/cars/lexus-lx-2019-blue-dLY5Lx80Y0NfjO96BzX0UTIp.html?page=22&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=433
Toyota,Land Cruiser,19000000.0,Mombasa,Mombasa CBD,2022.0,4580.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-3-diesel-4wd-2022-black-xh1XDNRLyDCXXJuXrKSyn65Z.html?page=22&pos=17&cur_pos=17&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=436
Toyota,Land Cruiser,19000000.0,Mombasa,Mombasa CBD,2022.0,23456.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-black-wnpddKLnnvqQZGULVeSfEEXl.html?page=22&pos=20&cur_pos=20&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=439
Toyota,Land Cruiser,19000000.0,Mombasa,Mombasa CBD,2023.0,,Automatic,Brown,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2023-brown-ASgrXaA3cK8fVRG0tZwn1vCJ.html?page=23&pos=3&cur_pos=3&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=442
Toyota,Land Cruiser,19000000.0,Mombasa,Mombasa CBD,2022.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-2022-white-xD3Fvdt7hsF3te2hYnVhKN1h.html?page=23&pos=6&cur_pos=6&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=445
Toyota,Land Cruiser,19000000.0,Mombasa,Mombasa CBD,2021.0,8000.0,AMT,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-3-5-petrol-4wd-2021-pearl-2x2dVktlKrvg6llE13IWHREA.html?page=23&pos=9&cur_pos=9&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=448
Mercedes-Benz,GLE-Class,19000000.0,Mombasa,Mombasa CBD,2020.0,41000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-gle-class-gle-400d-4matic-2020-white-BCQsYbfa48aIyVXtQKOjsSRm.html?page=23&pos=12&cur_pos=12&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=451
Mercedes-Benz,G-Class,19000000.0,Mombasa,Mombasa CBD,2019.0,34000.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-g-class-g-350-d-2019-black-5AuHqUAb83YMnoWwd70bVr84.html?page=23&pos=14&cur_pos=14&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=453
Land Rover,Range Rover Vogue,19000000.0,Mombasa,Ganjoni,2019.0,62000.0,CVT,Gray,Foreign Used,https://jiji.co.ke/ganjoni/cars/land-rover-range-rover-vogue-2019-gray-8y0mxclWKUSDBDA23MlezJ07.html?page=23&pos=18&cur_pos=18&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=457
Mercedes-Benz,G-Class,19000000.0,Nairobi,Kilimani,2019.0,,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/mercedes-benz-g-class-g-350-d-2019-blue-d6fWqvs0xmrKfPvziJknnX5w.html?page=23&pos=20&cur_pos=20&ads_per_page=20&ads_count=45343&lid=Uzs1_keMNpIWvdM3&indexPosition=459
